Population Size,Mutation Rate,Total Solved,Average Iterations,Average Time,
10,0.09,495,176909.0,258007294
10,0.12,499,127001.0,191698444
10,0.15,499,103960.0,174619895
15,0.09,493,260785.0,400256177
15,0.12,500,199772.0,312892333
15,0.15,500,156797.0,263495407
